"data_id" "activity_type" "subject_id" "direction" "mean of means of acceleration on body over time" "mean of means of gravitational acceleration signal over time" "mean of means of jerk on body over time" "mean of means of gyroscopic acceleration on body over time" "mean of means of gyroscopic jerk on body over time" "mean of standard deviations of acceleration on body over time" "mean of standard deviations of gravitational acceleration signal over time" "mean of standard deviations of jerk on body over time" "mean of standard deviations of gyroscopic acceleration on body over time" "mean of standard deviations of gyroscopic jerk on body over time" "mean of means of body acceleration frequency signal" "mean of means of jerk frequency signals" "mean of means of gyroscopic frequency signal of body" "mean of standard deviations of acceleration frequency signal" "mean of standard deviations of jerk frequency signal" "mean of standard deviations of gyroscopic frequency signal of body"
"walking_downstairs-19-Y" "walking_downstairs" "19" "Y" -0.0145942275069487 -0.23756132 -0.088554759 0.089375554 0.011851322 0.514816445641026 -0.93516573 0.30789704 -0.35541013 -0.42098649 0.494457802230769 0.23672804 -0.34514072 0.427928785230769 0.29913919 -0.36638515
"walking_downstairs-19-Z" "walking_downstairs" "19" "Z" -0.133695240660974 -0.019321532 0.2070197 0.063624539 -0.1920876 0.049322451025641 -0.95474617 -0.30839336 -0.040598648 0.043788432 0.110659220744872 -0.22808992 0.092414447 -0.0783635041538461 -0.38796717 -0.17621157
"walking_downstairs-2-X" "walking_downstairs" "2" "X" 0.27761534806383 0.88843472 0.074300402 -0.13657719 -0.078410586 0.0463666814446808 -0.97455562 -0.16700288 -0.66849313 -0.45834668 0.112841160325532 -0.16288395 -0.49206157 0.0161046198595745 -0.24855583 -0.72902145
"walking_downstairs-2-Y" "walking_downstairs" "2" "Y" -0.0226614158361702 -0.35208513 -0.066104089 -0.042922748 -0.084675641 0.262881788951064 -0.94963851 -0.0091622896 -0.62096383 -0.74384 0.278345041765957 -0.017718332 -0.63355229 0.171973972957447 -0.070459844 -0.6159944
"walking_downstairs-2-Z" "walking_downstairs" "2" "Z" -0.116812942382979 0.024746154 -0.065671959 0.042663081 -0.055340084 -0.10283790806383 -0.92848257 -0.46260992 -0.41792348 -0.42791823 -0.131290772 -0.42333336 -0.27766164 -0.162032894287234 -0.49913777 -0.52538793
"walking_downstairs-20-X" "walking_downstairs" "20" "X" 0.296144421355556 0.90983983 0.58538375 -0.28338093 -0.06448765 0.0745098785288889 -0.91019617 0.19011456 -0.29336119 -0.23974857 -0.0343309987555556 0.094740064 -0.15819437 0.113033424261778 0.18435681 -0.33702891
"walking_downstairs-20-Y" "walking_downstairs" "20" "Y" -0.00964120773155556 -0.26424239 -0.30731849 0.11217555 0.072242105 0.616937015333333 -0.82011402 0.098064773 -0.17373052 -0.31248085 0.524187686888889 0.041684889 -0.15333505 0.560191344 0.086934787 -0.19243111
"walking_downstairs-20-Z" "walking_downstairs" "20" "Z" -0.104602925937778 -0.047220568 0.070128951 0.15977209 -0.23610357 -0.160938536488889 -0.87869493 -0.23797276 -0.12073661 -0.25603842 -0.188098811986667 -0.15277445 -0.058641562 -0.213916756933333 -0.32183857 -0.22240239
"walking_downstairs-21-X" "walking_downstairs" "21" "X" 0.3014610196 0.83276484 0.25433229 -0.19623678 -0.16622806 0.224343492244444 -0.91735595 0.21863182 -0.5503958 -0.47118313 0.104323529982222 0.075580001 -0.44600285 0.266987750733333 0.25628378 -0.58360719
"walking_downstairs-21-Y" "walking_downstairs" "21" "Y" -0.0173195390157778 -0.37220818 0.20095994 0.14641319 -0.50101244 0.301336399711111 -0.94624161 0.048297614 -0.36130965 -0.44676329 0.181138042506667 0.044472348 -0.241525 0.277894323022222 -0.023223342 -0.4526972
"walking_downstairs-21-Z" "walking_downstairs" "21" "Z" -0.09816866218 -0.2276208 -0.11664424 0.11559242 0.024800445 -0.0717893558666667 -0.82489983 -0.040975323 -0.31083548 -0.30227397 -0.0769713066866667 -0.034344394 -0.21822217 -0.145081705591111 -0.046003194 -0.40706687
"walking_downstairs-22-X" "walking_downstairs" "22" "X" 0.284458963861111 0.91512024 -0.36618525 -0.051023483 -0.10592766 0.348618168333333 -0.95110306 0.079621191 -0.47266926 -0.31076287 0.195348406222222 -0.0081202715 -0.33380486 0.402891960277778 0.075642535 -0.51672937
"walking_downstairs-22-Y" "walking_downstairs" "22" "Y" -0.0197999371686389 -0.21261387 0.53814904 -0.10740694 -0.050137328 0.239812250944444 -0.94192574 -0.066683215 -0.60614655 -0.67335271 0.225766560777778 -0.088274352 -0.59678211 0.167409716861111 -0.10747189 -0.61479408
"walking_downstairs-22-Z" "walking_downstairs" "22" "Z" -0.1074157796 0.11345374 0.16256509 0.091886388 0.25021333 -0.325722718055556 -0.83495473 -0.44902955 -0.33512203 -0.36020918 -0.322795653888889 -0.37711035 -0.22527068 -0.383242679444444 -0.52122846 -0.43616163
"walking_downstairs-23-X" "walking_downstairs" "23" "X" 0.289897411148148 0.9151326 0.19706425 -0.045740389 -0.16807803 0.0441392843425926 -0.9533292 0.53656843 -0.53771463 -0.1936399 0.205428216353704 0.44702935 -0.27780643 -0.0282962478037037 0.49479382 -0.62816862
"walking_downstairs-23-Y" "walking_downstairs" "23" "Y" -0.0162111457238889 -0.12634326 0.065434131 -0.020599244 -0.052766865 0.10825903416963 -0.86665755 0.016661105 0.89810937 0.71422769 0.0959432893981482 0.011030989 0.88152378 0.0432283686975926 -0.050277409 0.8947265
"walking_downstairs-23-Z" "walking_downstairs" "23" "Z" -0.0988123712574074 -0.097899889 -0.038815281 0.12944326 0.0047729069 0.229898742944444 -0.72840631 0.28409403 -0.34063751 -0.24251416 0.280518877574074 0.45896918 -0.16162384 0.0947940973814815 0.10521813 -0.47168579
"walking_downstairs-24-X" "walking_downstairs" "24" "X" 0.288631208909091 0.94956666 0.15013083 -0.0082289392 -0.22513518 -0.08273248054 -0.95493866 -0.25938067 -0.59995712 -0.36532413 -0.222324293454545 -0.26385396 -0.39758764 -0.0349085946785455 -0.32217785 -0.66855238
"walking_downstairs-24-Y" "walking_downstairs" "24" "Y" -0.0145730348310909 -0.094922944 0.18953189 -0.039640125 -0.082873431 -0.102607326783636 -0.92345808 -0.32645336 -0.57822403 -0.60717213 -0.0861829752472727 -0.32702439 -0.54487988 -0.169191147529091 -0.37484101 -0.6031932
"walking_downstairs-24-Z" "walking_downstairs" "24" "Z" -0.104818820272727 -0.14666678 -0.35025924 0.058231604 -0.046985487 -0.205566380745455 -0.87906858 -0.34263175 -0.471446 -0.39478074 -0.173825083587273 -0.3136111 -0.37482896 -0.291553822381818 -0.3685791 -0.55561759
"walking_downstairs-25-X" "walking_downstairs" "25" "X" 0.291329666206897 0.88509195 0.028151958 -0.043172287 -0.045646279 -0.253756934258621 -0.93447787 -0.46420205 -0.41824435 -0.45207103 -0.372245192931034 -0.49704686 -0.3120978 -0.213028874331034 -0.47698104 -0.45269452
"walking_downstairs-25-Y" "walking_downstairs" "25" "Y" -0.0210170522987931 -0.062209079 -0.048250091 -0.048793221 0.094399863 -0.14054060387069 -0.82678709 -0.42403681 -0.55089703 -0.83315575 -0.196381053741379 -0.42864771 -0.65775449 -0.166842375587931 -0.4600965 -0.49902325
"walking_downstairs-25-Z" "walking_downstairs" "25" "Z" -0.107192376965517 0.31833264 -0.0097684224 0.15137371 -0.072308072 -0.457972381896552 -0.86773843 -0.67574288 -0.40227611 -0.51768637 -0.556097089137931 -0.65493241 -0.3619906 -0.449465441724138 -0.6941717 -0.47066729
"walking_downstairs-26-X" "walking_downstairs" "26" "X" 0.2792845828 0.94192117 0.026612505 -0.093375624 0.039411062 0.17395384962 -0.95778526 -0.32075936 -0.54953077 -0.31209473 0.022800096142 -0.39567646 -0.34429202 0.22678384386 -0.3041363 -0.61764109
"walking_downstairs-26-Y" "walking_downstairs" "26" "Y" -0.01262580966778 -0.074978002 -0.073042645 -0.048206783 -0.15538331 -0.011629910112 -0.84068478 -0.29881082 -0.59226095 -0.68609504 -0.006237000044 -0.39583093 -0.56681485 -0.078283777824 -0.24159167 -0.61166713
"walking_downstairs-26-Z" "walking_downstairs" "26" "Z" -0.1064396194 0.14849657 0.081161584 0.094670432 -0.05804985 -0.284807676 -0.86483007 -0.48261774 -0.38483554 -0.49201254 -0.2796400557 -0.48505986 -0.36000228 -0.3466485178 -0.4790978 -0.44935406
"walking_downstairs-27-X" "walking_downstairs" "27" "X" 0.2975441875 0.93074592 -0.53309059 -0.36960085 -0.08709778 0.167407531090909 -0.93934162 0.016672824 -0.58187571 -0.59240459 0.0829831545090909 0.054435158 -0.51886216 0.194912716568182 -0.12343235 -0.60285802
"walking_downstairs-27-Y" "walking_downstairs" "27" "Y" -0.0135564467159091 -0.16763128 0.44321917 0.030332833 -0.13103455 -0.0979710029522727 -0.85978365 -0.23711259 -0.64093546 -0.66496439 -0.0626729573068182 -0.16907412 -0.60645577 -0.17564706475 -0.39168966 -0.66651661
"walking_downstairs-27-Z" "walking_downstairs" "27" "Z" -0.112837694688636 -0.0031759087 0.16826977 0.053802318 -0.099063705 -0.240040783340909 -0.94355576 -0.59205714 -0.15827797 -0.29062793 -0.241600361090909 -0.52157289 -0.12910509 -0.303090701863636 -0.66609259 -0.24496104
"walking_downstairs-28-X" "walking_downstairs" "28" "X" 0.293642076521739 0.92535166 -0.026537946 -0.0056023291 -0.061261654 0.125712887943478 -0.955489 -0.18100905 -0.59550688 -0.49752266 0.0890721752173913 -0.25605169 -0.45141508 0.137797082826087 -0.17563777 -0.6417758
"walking_downstairs-28-Y" "walking_downstairs" "28" "Y" -0.0220230465913043 -0.23406909 0.10221027 -3.0379089e-05 0.048783945 0.156496646504348 -0.96180808 -0.38846248 -0.5462077 -0.6498339 0.186441733869565 -0.41661258 -0.51242347 0.065301199843913 -0.39841152 -0.57160169
"walking_downstairs-28-Z" "walking_downstairs" "28" "Z" -0.10858897408913 -0.10274247 -0.017708207 0.078021683 0.1746503 -0.341031811521739 -0.83063293 -0.57876532 -0.42340525 -0.50542203 -0.308161634195652 -0.51506687 -0.34530986 -0.416940283043478 -0.64394096 -0.50410768
"walking_downstairs-29-X" "walking_downstairs" "29" "X" 0.293140441083333 0.92289448 0.20198035 -0.1325174 0.095693482 0.167383602458333 -0.92568979 0.0618486 -0.62343261 -0.40962957 0.110663200244167 0.035066745 -0.42796654 0.187438624270833 -0.0049432839 -0.69005304
"walking_downstairs-29-Y" "walking_downstairs" "29" "Y" -0.01494121505625 -0.073647913 -0.26978831 0.0099599755 -0.20172269 -0.12246346700625 -0.92228024 -0.11610978 -0.39851834 -0.70226604 -0.02122937175 -0.14743617 -0.476735 -0.239349053641667 -0.14160745 -0.35904127
"walking_downstairs-29-Z" "walking_downstairs" "29" "Z" -0.0981339984895833 0.13263665 0.1623169 0.058224056 0.058922835 -0.223177999879167 -0.91923044 -0.56971195 -0.35718182 -0.37744444 -0.266692150208333 -0.52062021 -0.24030196 -0.262073242045833 -0.61765111 -0.45929871
"walking_downstairs-3-X" "walking_downstairs" "3" "X" 0.292423484693878 0.93362318 -0.13016058 -0.34608336 -0.15310114 -0.0574100475102041 -0.95136186 -0.1479383 -0.58849592 -0.41548423 -0.0421706943244898 -0.12540221 -0.49086539 -0.0654417192653061 -0.25392864 -0.61952077
"walking_downstairs-3-Y" "walking_downstairs" "3" "Y" -0.0193554079328571 -0.20523338 -0.41499767 0.25036627 0.044268504 -0.0331503723387755 -0.90985728 -0.25060599 -0.65029283 -0.75707617 -0.00770048300204082 -0.26767467 -0.66851211 -0.109722354322449 -0.28368253 -0.64186763
"walking_downstairs-3-Z" "walking_downstairs" "3" "Z" -0.116139842908163 -0.10848042 -0.013512503 0.29980431 -0.021370091 -0.362240245489796 -0.97967108 -0.69653265 -0.55443227 -0.52275955 -0.404452414285714 -0.6569983 -0.45525306 -0.389723034061224 -0.73549618 -0.63301578
"walking_downstairs-30-X" "walking_downstairs" "30" "X" 0.283190646967742 0.95407962 0.47357792 -0.019195064 -0.02712313 -0.0577703163548387 -0.95954019 -0.17553185 -0.377645 -0.50096774 -0.106966957087097 -0.20595359 -0.30295591 -0.0405257091567742 -0.21666105 -0.40372652
"walking_downstairs-30-Y" "walking_downstairs" "30" "Y" -0.0174383900204839 -0.14479266 -0.15662632 -0.016480721 -0.061015898 -0.0272628077709677 -0.81817742 -0.12252493 -0.46595462 -0.7031886 -0.0216637054241935 -0.18947897 -0.51811386 -0.0934682613774194 -0.10684772 -0.43981134
"walking_downstairs-30-Z" "walking_downstairs" "30" "Z" -0.0999781422322581 0.0022378993 -0.014581323 0.10030701 -0.19801805 -0.217275690290323 -0.90196278 -0.46259147 -0.25883412 -0.47579498 -0.25806736666129 -0.46214099 -0.2720385 -0.257393372287097 -0.46161143 -0.32222169
"walking_downstairs-4-X" "walking_downstairs" "4" "X" 0.279965329555556 0.94991547 0.29519408 0.013502711 -0.1195601 0.0111935496222222 -0.94737244 -0.31005386 -0.57648102 -0.52259688 -0.0722392276888889 -0.3207238 -0.48113432 0.0390098262533333 -0.3609753 -0.60686007
"walking_downstairs-4-Y" "walking_downstairs" "4" "Y" -0.00980200850666667 -0.10077262 -0.32951541 -0.0699527 0.042634348 -0.21859832499 -0.91726749 -0.29033572 -0.74577884 -0.83431309 -0.129606639466667 -0.24553326 -0.73613686 -0.32253131772 -0.40463005 -0.75365666
"walking_downstairs-4-Z" "walking_downstairs" "4" "Z" -0.1067775246 0.14991033 0.016095628 0.060813375 -0.1187716 -0.479185977111111 -0.94143027 -0.67813989 -0.57521084 -0.4463731 -0.494683451555556 -0.64992587 -0.42402748 -0.512694303111111 -0.70428858 -0.67760072
"walking_downstairs-5-X" "walking_downstairs" "5" "X" 0.29354392712766 0.94063434 0.14448576 0.073451062 -0.18940809 0.275046110468085 -0.95543445 0.12127926 -0.61919278 -0.41404871 0.0984320090212766 0.10112427 -0.4370501 0.336554724893617 0.041544023 -0.68019791
"walking_downstairs-5-Y" "walking_downstairs" "5" "Y" -0.00850107533191489 -0.037288954 -0.0065161294 -0.02963691 -0.20098513 0.0907630761042553 -0.84629768 0.098075861 -0.26288369 -0.37034112 0.0792280694042553 0.010654925 -0.2755729 0.0268269875085106 0.12159937 -0.2603165
"walking_downstairs-5-Z" "walking_downstairs" "5" "Z" -0.100319930659574 -0.0085089931 -0.0098031243 0.077464553 0.06970607 -0.325891435319149 -0.87723163 -0.31275356 -0.082232619 0.08988409 -0.374740089574468 -0.33572957 0.081124831 -0.353397850212766 -0.29157605 -0.22659693
"walking_downstairs-6-X" "walking_downstairs" "6" "X" 0.277045258145833 0.94517586 0.37262605 -0.040450186 -0.098224405 0.383681639791667 -0.96977261 0.011090842 -0.63441762 -0.4192206 0.328308506041667 -0.027618484 -0.48670426 0.403369766666667 -0.037864309 -0.68252173
"walking_downstairs-6-Y" "walking_downstairs" "6" "Y" -0.019536840063125 -0.171049 -0.36063922 -0.074166917 -0.25117399 0.360164958768542 -0.93798008 -0.0055091322 -0.50217429 -0.57472084 0.339771173822917 -0.1039991 -0.43340045 0.283247837625 0.036410123 -0.55343711
"walking_downstairs-6-Z" "walking_downstairs" "6" "Z" -0.107209356208333 0.018959664 0.0048111694 0.06514511 0.11117876 -0.320204232520417 -0.95803174 -0.75378429 -0.34700368 -0.19637761 -0.277602590916667 -0.75537573 -0.2074394 -0.4060143105 -0.75077659 -0.45964016
"walking_downstairs-7-X" "walking_downstairs" "7" "X" 0.28030708 0.90664959 0.089856338 -0.22978128 0.15388816 0.0660815600978723 -0.96962113 -0.30885323 -0.64664942 -0.73335703 0.0443428315319149 -0.24273789 -0.54687174 0.0730110797851064 -0.46083986 -0.67825028
"walking_downstairs-7-Y" "walking_downstairs" "7" "Y" -0.0166332372978723 -0.11472662 -0.1263917 0.019177056 0.018039349 -0.138179072734043 -0.94536324 -0.64715731 -0.51791656 -0.56115802 -0.145302311446808 -0.68611926 -0.47648201 -0.190187141297872 -0.62796612 -0.54881772
"walking_downstairs-7-Z" "walking_downstairs" "7" "Z" -0.096938308587234 -0.28508874 0.053917481 0.21911124 -0.13267448 -0.0636402447755319 -0.96319493 -0.46443698 -0.48519229 -0.66472952 -0.139216222106383 -0.40138968 -0.46456827 -0.100121492529787 -0.52669584 -0.53909895
"walking_downstairs-8-X" "walking_downstairs" "8" "X" 0.283484089210526 0.91694761 -0.16125802 -0.098972794 -0.037990807 0.0241393473736842 -0.92682951 0.064645969 -0.56061456 -0.34325806 0.136590199860526 -0.021772462 -0.37637116 -0.0260463260078947 0.060593746 -0.62093828
"walking_downstairs-8-Y" "walking_downstairs" "8" "Y" -0.0211058674973684 -0.21851499 -0.28531443 -0.025969411 -0.33648721 0.343826273105263 -0.95133706 0.10432416 0.0017681468 -0.32427609 0.388412779763158 -0.010704161 -0.010748722 0.232184078052632 0.15663364 0.0023500005
"walking_downstairs-8-Z" "walking_downstairs" "8" "Z" -0.107598135394737 0.053681652 0.2885555 0.0354743 -0.33466188 0.1337170395 -0.96397823 -0.22767781 -0.18753952 -0.25515359 0.159589756534211 -0.15398489 0.010230343 0.0214914840105263 -0.2991016 -0.33842323
"walking_downstairs-9-X" "walking_downstairs" "9" "X" 0.295923445 0.96168447 0.54279943 -0.034044059 0.060778431 0.213392270547619 -0.94619988 -0.27993789 -0.66142568 -0.71800493 0.103128506197619 -0.31847752 -0.58033963 0.250488758869048 -0.30295535 -0.68716063
"walking_downstairs-9-Y" "walking_downstairs" "9" "Y" -0.0203994269075476 -0.070850463 -0.24892896 0.025754337 -0.14205242 -0.208310705504762 -0.95246934 -0.45086533 -0.58136229 -0.70594975 -0.183120455428571 -0.45648822 -0.59135266 -0.273561385142857 -0.48365942 -0.57819234
"walking_downstairs-9-Z" "walking_downstairs" "9" "Z" -0.0910278793952381 0.0231152 0.058065247 0.059985167 -0.14127143 -0.00771530035714285 -0.79750736 -0.64523614 -0.45533499 -0.63332237 -0.103705822657857 -0.5960131 -0.5153528 -0.0349494927142857 -0.69458463 -0.48668673
"walking_upstairs-1-X" "walking_upstairs" "1" "X" 0.255461689622641 0.93935459 0.25879203 0.22105528 -0.21559862 -0.35470802509434 -0.8814893 -0.44528855 -0.68634674 -0.65063937 -0.404321784150943 -0.47758607 -0.60306889 -0.337428188679245 -0.46030501 -0.71273105
"walking_upstairs-1-Y" "walking_upstairs" "1" "Y" -0.0239531492643396 -0.28099607 0.11938596 -0.26354507 0.034228727 -0.00232026501698113 -0.86283115 -0.47970745 -0.0013219911 -0.50593079 -0.190976720811321 -0.49015987 -0.27191669 0.0217695106566038 -0.50439944 0.12715588
"walking_upstairs-1-Z" "walking_upstairs" "1" "Z" -0.0973020020943396 -0.07822989 -0.20514992 0.034448107 -0.015072922 -0.0194792388471698 -0.81595065 -0.65229315 -0.55655051 -0.65921495 -0.433349702075472 -0.65764263 -0.52365016 0.0859565543849057 -0.64603934 -0.60834086
"walking_upstairs-10-X" "walking_upstairs" "10" "X" 0.267121853404255 0.96882502 -0.22784924 0.3605854 -0.090830218 -0.161591924234043 -0.88905416 0.048689115 -0.32958135 -0.43457533 -0.139410790617021 -0.062306829 -0.26267973 -0.171957349438298 0.069809302 -0.35410982
"walking_upstairs-10-Y" "walking_upstairs" "10" "Y" -0.0143854920340426 -0.25438581 0.21672849 -0.29997632 -0.50022655 -0.00555287692765957 -0.88524212 -0.094533529 0.15477573 -0.53914094 -0.0390688222212766 -0.15409913 -0.017946208 -0.051628469647234 -0.088865676 0.24159176
"walking_upstairs-10-Z" "walking_upstairs" "10" "Z" -0.118180420834043 0.010495744 0.044985774 0.14505501 0.31059532 -0.0738744931340426 -0.91059501 -0.5417962 -0.14662232 -0.41942299 -0.301206408085106 -0.45415891 -0.043395394 -0.0342347233914894 -0.63624978 -0.26130808
"walking_upstairs-11-X" "walking_upstairs" "11" "X" 0.263775859277778 0.91249324 -0.031890152 0.24115724 -0.15353722 -0.238802959018519 -0.91877945 -0.4514982 -0.53524036 -0.66205553 -0.355348902222222 -0.48349633 -0.50726012 -0.198733655611111 -0.46626435 -0.54750665
"walking_upstairs-11-Y" "walking_upstairs" "11" "Y" -0.0303157822055556 -0.2798879 -0.036667194 -0.28241021 0.05856114 -0.103167501868519 -0.76711278 -0.47484805 -0.18099337 -0.81104986 -0.254645206944444 -0.51483647 -0.56154735 -0.0885048145574074 -0.46547304 -0.02236854
"walking_upstairs-11-Z" "walking_upstairs" "11" "Z" -0.106797216481481 0.21970397 -0.12618793 0.24621954 -0.02856981 -0.203369399185185 -0.78774703 -0.77323705 -0.62355314 -0.79251629 -0.551742083518519 -0.74677753 -0.65573754 -0.113701770190741 -0.79841861 -0.64781737
"walking_upstairs-12-X" "walking_upstairs" "12" "X" 0.272970338653846 0.96267552 0.23234652 -0.63283927 -0.1640585 -0.290149192307692 -0.90925374 -0.33039522 -0.65410611 -0.57347445 -0.321447925192308 -0.3745681 -0.53941288 -0.278929748076923 -0.34317605 -0.69071812
"walking_upstairs-12-Y" "walking_upstairs" "12" "Y" -0.0263574903403846 -0.19140127 -0.038068028 0.10031161 -0.15622172 -0.103818259823077 -0.88883344 -0.40440964 -0.53916261 -0.72713311 -0.168341519859615 -0.41196863 -0.56112725 -0.130175559028846 -0.43817881 -0.52927481
"walking_upstairs-12-Z" "walking_upstairs" "12" "Z" -0.107339730115385 -0.13386869 -0.12920175 0.35201857 -0.01239144 -0.436697425576923 -0.86599673 -0.62437047 -0.1831064 -0.58167426 -0.560841212692308 -0.58503885 -0.34909667 -0.418599992115385 -0.66208939 -0.21023887
"walking_upstairs-13-X" "walking_upstairs" "13" "X" 0.258203939581818 0.89596367 -0.09060782 -0.76129082 -0.075942724 -0.296284597454545 -0.91923546 -0.54812345 -0.66767671 -0.64944302 -0.382460736363636 -0.56654258 -0.59477097 -0.266081292363636 -0.56874323 -0.69092034
"walking_upstairs-13-Y" "walking_upstairs" "13" "Y" -0.0277392253910909 -0.27869971 0.048293417 0.34075036 0.017406288 0.104470773801818 -0.91427826 -0.48522178 -0.47242744 -0.69211365 -0.0636564765818182 -0.51900514 -0.50103283 0.114656709636364 -0.48202796 -0.45916288
"walking_upstairs-13-Z" "walking_upstairs" "13" "Z" -0.125767265890909 -0.28043865 -0.001088573 0.592168 -0.35253255 -0.217210568085455 -0.82579479 -0.62169424 -0.33840284 -0.70327854 -0.404785239945455 -0.58210018 -0.32194792 -0.184842227972182 -0.65968562 -0.40423762
"walking_upstairs-14-X" "walking_upstairs" "14" "X" 0.26242106612963 0.80881414 -0.068387757 0.27110673 -0.10937752 -0.309396717592593 -0.82207727 -0.36334266 -0.60014638 -0.71823541 -0.323508442240741 -0.3889805 -0.57861635 -0.304980247962963 -0.39278107 -0.61004944
"walking_upstairs-14-Y" "walking_upstairs" "14" "Y" -0.0204388180024074 -0.264797 -0.12378819 -0.32317552 0.050146998 0.307195533 -0.82689297 -0.44943953 0.25448415 -0.57100679 0.0163939234574074 -0.48888308 -0.21141997 0.356072772037037 -0.44233308 0.46167485
"walking_upstairs-14-Z" "walking_upstairs" "14" "Z" -0.112279688983333 -0.43082345 0.068149102 -0.13165739 -0.26019119 0.609017879074074 -0.79278176 -0.37394139 0.24943336 -0.47306287 0.191693742633333 -0.32609991 -0.040977676 0.687124163703704 -0.41892934 0.21653022
"walking_upstairs-15-X" "walking_upstairs" "15" "X" 0.270187595833333 0.960815 0.1398 0.49099706 -0.31435507 -0.0260971840270833 -0.92043086 -0.19470426 -0.50050838 -0.62274167 -0.0746328434375 -0.26076866 -0.37153169 -0.00838243761666667 -0.19702214 -0.54140451
"walking_upstairs-15-Y" "walking_upstairs" "15" "Y" -0.0287523860708333 -0.2552898 -0.46558613 -0.40593531 0.13534847 -0.00406536043541667 -0.80327918 -0.38830901 -0.61020456 -0.82188496 -0.1019354328 -0.40787106 -0.679475 -0.0191328333041667 -0.40845157 -0.57555181
"walking_upstairs-15-Z" "walking_upstairs" "15" "Z" -0.116952464895833 0.081981609 -0.036734671 0.26656424 -0.11397412 -0.379717488104167 -0.83104342 -0.81550477 -0.38181655 -0.71610858 -0.5395910825 -0.78586508 -0.49866668 -0.349600353270833 -0.84530302 -0.40443899
"walking_upstairs-16-X" "walking_upstairs" "16" "X" 0.255986102627451 0.87359153 0.028320175 0.50913094 -0.12412381 -0.397083831568627 -0.85955195 -0.46707306 -0.63348938 -0.74094877 -0.474984014705882 -0.4996196 -0.6472948 -0.369636140980392 -0.47989739 -0.63469126
"walking_upstairs-16-Y" "walking_upstairs" "16" "Y" -0.0143654945011765 -0.27959047 0.10688083 -0.37388653 0.080126932 -0.163732745078431 -0.91822975 -0.51847381 -0.69106717 -0.81456341 -0.268063812745098 -0.57741774 -0.68832864 -0.166324239117647 -0.48657954 -0.6948811
"walking_upstairs-16-Z" "walking_upstairs" "16" "Z" -0.124074517745098 -0.32414111 0.1876042 -0.41944422 -0.040790748 -0.129283825721569 -0.62236719 -0.6756041 -0.37693533 -0.75608516 -0.335853041176471 -0.6642621 -0.58118903 -0.094561233145098 -0.68466395 -0.38010921
"walking_upstairs-17-X" "walking_upstairs" "17" "X" 0.252604768583333 0.90840243 0.1285378 0.23243025 -0.23325519 -0.062952754100625 -0.83958421 -0.24681356 -0.69256776 -0.71807322 -0.1397522212625 -0.24324369 -0.60097163 -0.0355381172854167 -0.32028762 -0.72162977
"walking_upstairs-17-Y" "walking_upstairs" "17" "Y" -0.0228645614308333 -0.13720778 -0.021087103 -0.056640137 -0.39929624 -0.0131721014395833 -0.87138196 -0.48977491 -0.4874209 -0.67270619 -0.1175197356 -0.47866582 -0.48299202 -0.0252781736083333 -0.54165808 -0.49370439
"walking_upstairs-17-Z" "walking_upstairs" "17" "Z" -0.121290442104167 -0.33934281 0.31461253 -0.057412386 0.12746003 -0.230220954239583 -0.71061401 -0.66015282 -0.3250498 -0.7089591 -0.3999234945625 -0.63194025 -0.45925882 -0.2048157105 -0.68615374 -0.34811105
"walking_upstairs-18-X" "walking_upstairs" "18" "X" 0.265401201896552 0.93115901 0.091790733 -0.10592584 0.02400998 -0.380168286724138 -0.95442171 -0.59313464 -0.66910174 -0.77395375 -0.465097261896552 -0.61682179 -0.64182482 -0.350639840862069 -0.60411024 -0.67964747
"walking_upstairs-18-Y" "walking_upstairs" "18" "Y" -0.0222060684378914 -0.29286802 -0.19700473 -0.23332403 0.11696878 -0.211155120224138 -0.78208503 -0.60170716 -0.4533254 -0.87181224 -0.363450742586207 -0.60013347 -0.63702093 -0.190550638155172 -0.63280068 -0.36946463
"walking_upstairs-18-Z" "walking_upstairs" "18" "Z" -0.112655891327586 0.1252799 -0.26927606 0.064074997 -0.074812211 -0.31437339137931 -0.68456494 -0.81892386 -0.49244863 -0.6889798 -0.522728377068965 -0.80175766 -0.50487199 -0.269571390465517 -0.83432551 -0.53470953
"walking_upstairs-19-X" "walking_upstairs" "19" "X" 0.242118808925 0.9191005 0.068587853 -0.38497681 0.003293305 -0.1287420952375 -0.83704746 -0.36174403 -0.51944119 -0.30210802 -0.15687949467775 -0.41020098 -0.33781066 -0.11993477534 -0.36741235 -0.57811711
"walking_upstairs-19-Y" "walking_upstairs" "19" "Y" -0.0303986615775 -0.3499263 0.52768241 -0.0022812372 0.02095697 0.176349922525 -0.69922698 -0.24401322 -0.3253415 -0.71676286 0.111818164225 -0.30587421 -0.48349203 0.13255758081125 -0.22593409 -0.24857258
"walking_upstairs-19-Z" "walking_upstairs" "19" "Z" -0.151054607725 -0.051574822 0.1011275 -0.015874263 -0.054985449 -0.1904685504575 -0.65828166 -0.57345676 -0.39498024 -0.56298215 -0.2196444734075 -0.53630537 -0.34435651 -0.2399806950525 -0.60837677 -0.46778738
"walking_upstairs-2-X" "walking_upstairs" "2" "X" 0.247164790395833 0.89378375 -0.18490689 -0.55374785 0.0083044901 -0.304376406458333 -0.92369394 -0.40484298 -0.65015868 -0.61212382 -0.266720933270833 -0.42086443 -0.53125986 -0.320582414375 -0.44111551 -0.68817801
